Date,lat,long
07,49.183,-2.109
07,49.183,-2.109
07,49.183,-2.109
07,49.173,-2.049
07,49.183,-2.110
07,49.208,-2.066
07,49.187,-2.110
07,49.187,-2.110
07,49.187,-2.110
07,49.183,-2.179
07,49.197,-2.135
07,49.183,-2.110
07,49.183,-2.110
07,49.183,-2.110
07,49.173,-2.054
07,49.173,-2.054
07,49.197,-2.028
07,49.167,-2.043
07,49.197,-2.028
07,49.208,-2.066
07,49.246,-2.138
07,49.246,-2.138
07,49.198,-2.139
07,49.194,-2.127
07,49.194,-2.127
07,49.174,-2.088
07,49.176,-2.087
07,49.176,-2.087
07,49.171,-2.065
07,49.194,-2.033
07,49.169,-2.048
07,49.210,-2.065
07,49.183,-2.110
07,49.183,-2.110
07,49.204,-2.071
07,49.246,-2.138
07,49.191,-2.121
07,49.171,-2.065
07,49.171,-2.067
07,49.169,-2.052
07,49.193,-2.035
07,49.169,-2.052
07,49.224,-2.067
07,49.172,-2.074
07,49.191,-2.037
07,49.209,-2.061
07,49.199,-2.078
07,49.199,-2.078
07,49.198,-2.080
07,49.187,-2.170
07,49.183,-2.110
07,49.208,-2.062
07,49.208,-2.062
07,49.194,-2.127
07,49.219,-2.053
07,49.219,-2.053
07,49.198,-2.080
07,49.198,-2.080
07,49.198,-2.080
07,49.201,-2.196
07,49.201,-2.196
07,49.201,-2.196
07,49.174,-2.083
07,49.174,-2.083
07,49.174,-2.083
07,49.183,-2.037
07,49.196,-2.082
07,49.245,-2.142
07,49.189,-2.118
07,49.183,-2.110
07,49.183,-2.110
07,49.183,-2.109
07,49.183,-2.109
07,49.175,-2.089
07,49.175,-2.089
07,49.179,-2.034
07,49.215,-2.054
07,49.194,-2.082
07,49.196,-2.133
07,49.196,-2.157
07,49.199,-2.197
07,49.183,-2.109
07,49.176,-2.092
07,49.176,-2.031
07,49.167,-2.082
07,49.203,-2.073
07,49.210,-2.060
07,49.210,-2.061
07,49.188,-2.089
07,49.197,-2.135
07,49.232,-2.202
07,49.194,-2.127
07,49.194,-2.127
07,49.187,-2.170
