Date,lat,lon
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.079
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.165,-2.032
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.083
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.062
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.167,-2.040
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.168,-2.059
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.169,-2.056
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.086
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.170,-2.048
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.173,-2.089
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.176,-2.032
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.178,-2.034
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.179,-2.035
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.181,-2.238
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.181
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.184,-2.180
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.203
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.197
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.196
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.193
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.185,-2.188
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.198
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.197
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.186,-2.040
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.187,-2.186
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.189,-2.193
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.190,-2.197
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.191,-2.200
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.193,-2.124
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.199
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.194,-2.128
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.196,-2.031
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.158
0,49.197,-2.153
0,49.197,-2.153
